,PJ,Comunidad/Provincia,Total,T_Voluntario,T_Necesario,T_Consecutivo,Unnamed: 6,C_Ordinario,C_Especial,C_Sin Masa,Filename
1080,empresas,Segovia,2,2,0,0,,1,0,1,2023_1T.xlsx
1081,empresas,Soria,0,0,0,0,,0,0,0,2023_1T.xlsx
1082,empresas,Valladolid,5,5,0,0,,3,0,2,2023_1T.xlsx
1083,empresas,Zamora,3,3,0,0,,2,0,1,2023_1T.xlsx
1084,empresas,Castilla-La Mancha,25,23,1,1,,9,0,16,2023_1T.xlsx
1085,empresas,Albacete,7,6,0,1,,1,0,6,2023_1T.xlsx
1086,empresas,Ciudad Real,10,10,0,0,,4,0,6,2023_1T.xlsx
1087,empresas,Cuenca,3,3,0,0,,1,0,2,2023_1T.xlsx
1088,empresas,Guadalajara,2,2,0,0,,2,0,0,2023_1T.xlsx
1089,empresas,Toledo,3,2,1,0,,1,0,2,2023_1T.xlsx
1090,empresas,Cataluña,262,256,3,3,,108,0,154,2023_1T.xlsx
1091,empresas,Barcelona,231,226,3,2,,88,0,143,2023_1T.xlsx
1092,empresas,Girona,8,8,0,0,,5,0,3,2023_1T.xlsx
1093,empresas,Lleida,10,10,0,0,,5,0,5,2023_1T.xlsx
1094,empresas,Tarragona,13,12,0,1,,10,0,3,2023_1T.xlsx
1095,empresas,Comunitat Valenciana,174,167,3,4,,67,0,107,2023_1T.xlsx
1096,empresas,Alicante,34,34,0,0,,15,0,19,2023_1T.xlsx
1097,empresas,Castellón,35,30,1,4,,18,0,17,2023_1T.xlsx
1098,empresas,Valencia,105,103,2,0,,34,0,71,2023_1T.xlsx
1099,empresas,Extremadura,6,4,2,0,,5,0,1,2023_1T.xlsx
1100,empresas,Badajoz,4,3,1,0,,3,0,1,2023_1T.xlsx
1101,empresas,Cáceres,2,1,1,0,,2,0,0,2023_1T.xlsx
1102,empresas,Galicia,31,30,1,0,,19,1,11,2023_1T.xlsx
1103,empresas,A Coruña,5,5,0,0,,1,0,4,2023_1T.xlsx
1104,empresas,Lugo,4,4,0,0,,4,0,0,2023_1T.xlsx
1105,empresas,Ourense,1,0,1,0,,1,0,0,2023_1T.xlsx
1106,empresas,Pontevedra,21,21,0,0,,13,1,7,2023_1T.xlsx
1107,empresas,Madrid,192,180,10,2,,66,2,124,2023_1T.xlsx
1108,empresas,Murcia,26,24,1,1,,15,0,11,2023_1T.xlsx
1109,empresas,Navarra,6,6,0,0,,5,0,1,2023_1T.xlsx
1110,empresas,Pais Vasco,47,46,1,0,,19,3,25,2023_1T.xlsx
1111,empresas,Araba/Álava,6,5,1,0,,2,0,4,2023_1T.xlsx
1112,empresas,Bizkaia,25,25,0,0,,13,1,11,2023_1T.xlsx
1113,empresas,Gipuzkoa,16,16,0,0,,4,2,10,2023_1T.xlsx
1114,empresas,La Rioja,8,8,0,0,,6,0,2,2023_1T.xlsx
1115,empresas,Ceuta y Melilla,2,2,0,0,,0,1,1,2023_1T.xlsx
1116,fisica,Andalucía,870,819,2,49,,304,0,566,2023_2T.xlsx
1117,fisica,Almería,185,173,2,10,,46,0,139,2023_2T.xlsx
1118,fisica,Cádiz,26,19,0,7,,9,0,17,2023_2T.xlsx
1119,fisica,Córdoba,35,27,0,8,,6,0,29,2023_2T.xlsx
1120,fisica,Granada,90,84,0,6,,62,0,28,2023_2T.xlsx
1121,fisica,Huelva,50,49,0,1,,29,0,21,2023_2T.xlsx
1122,fisica,Jaén,43,42,0,1,,21,0,22,2023_2T.xlsx
1123,fisica,Málaga,170,164,0,6,,57,0,113,2023_2T.xlsx
1124,fisica,Sevilla,271,261,0,10,,74,0,197,2023_2T.xlsx
1125,fisica,Aragón,150,145,0,5,,36,0,114,2023_2T.xlsx
1126,fisica,Huesca,47,44,0,3,,10,0,37,2023_2T.xlsx
1127,fisica,Teruel,9,9,0,0,,4,0,5,2023_2T.xlsx
1128,fisica,Zaragoza,94,92,0,2,,22,0,72,2023_2T.xlsx
1129,fisica,Asturias,112,110,0,2,,30,0,82,2023_2T.xlsx
1130,fisica,"Balears, Illes",197,190,2,5,,44,0,153,2023_2T.xlsx
1131,fisica,Canarias,584,511,0,73,,42,1,541,2023_2T.xlsx
1132,fisica,Las Palmas de Gran Canaria,370,358,0,12,,10,1,359,2023_2T.xlsx
1133,fisica,Santa Cruz de Tenerife,214,153,0,61,,32,0,182,2023_2T.xlsx
1134,fisica,Cantabria,40,40,0,0,,4,0,36,2023_2T.xlsx
1135,fisica,Castilla y León,302,296,0,6,,87,0,215,2023_2T.xlsx
1136,fisica,Ávila,30,30,0,0,,2,0,28,2023_2T.xlsx
1137,fisica,Burgos,26,26,0,0,,5,0,21,2023_2T.xlsx
1138,fisica,León,94,92,0,2,,26,0,68,2023_2T.xlsx
1139,fisica,Palencia,18,18,0,0,,5,0,13,2023_2T.xlsx
1140,fisica,Salamanca,35,35,0,0,,12,0,23,2023_2T.xlsx
1141,fisica,Segovia,23,23,0,0,,3,0,20,2023_2T.xlsx
1142,fisica,Soria,8,6,0,2,,4,0,4,2023_2T.xlsx
1143,fisica,Valladolid,67,65,0,2,,29,0,38,2023_2T.xlsx
1144,fisica,Zamora,1,1,0,0,,1,0,0,2023_2T.xlsx
1145,fisica,Castilla-La Mancha,188,174,1,13,,57,0,131,2023_2T.xlsx
1146,fisica,Albacete,19,18,0,1,,1,0,18,2023_2T.xlsx
1147,fisica,Ciudad Real,50,44,0,6,,2,0,48,2023_2T.xlsx
1148,fisica,Cuenca,17,16,0,1,,11,0,6,2023_2T.xlsx
1149,fisica,Guadalajara,59,56,0,3,,34,0,25,2023_2T.xlsx
1150,fisica,Toledo,43,40,1,2,,9,0,34,2023_2T.xlsx
1151,fisica,Cataluña,2658,2429,0,229,,766,1,1891,2023_2T.xlsx
1152,fisica,Barcelona,1987,1803,0,184,,626,1,1360,2023_2T.xlsx
1153,fisica,Girona,351,340,0,11,,57,0,294,2023_2T.xlsx
1154,fisica,Lleida,133,133,0,0,,30,0,103,2023_2T.xlsx
1155,fisica,Tarragona,187,153,0,34,,53,0,134,2023_2T.xlsx
1156,fisica,Comunitat Valenciana,1446,1407,0,39,,237,0,1209,2023_2T.xlsx
1157,fisica,Alicante,527,519,0,8,,108,0,419,2023_2T.xlsx
1158,fisica,Castellón,132,128,0,4,,41,0,91,2023_2T.xlsx
1159,fisica,Valencia,787,760,0,27,,88,0,699,2023_2T.xlsx
1160,fisica,Extremadura,103,101,0,2,,19,0,84,2023_2T.xlsx
1161,fisica,Badajoz,50,49,0,1,,18,0,32,2023_2T.xlsx
1162,fisica,Cáceres,53,52,0,1,,1,0,52,2023_2T.xlsx
1163,fisica,Galicia,429,407,1,21,,116,0,313,2023_2T.xlsx
1164,fisica,A Coruña,215,196,1,18,,42,0,173,2023_2T.xlsx
1165,fisica,Lugo,59,58,0,1,,24,0,35,2023_2T.xlsx
1166,fisica,Ourense,22,22,0,0,,0,0,22,2023_2T.xlsx
1167,fisica,Pontevedra,133,131,0,2,,50,0,83,2023_2T.xlsx
1168,fisica,Madrid,1075,931,6,138,,240,0,835,2023_2T.xlsx
1169,fisica,Murcia,255,243,0,12,,46,3,206,2023_2T.xlsx
1170,fisica,Navarra,105,98,0,7,,20,0,85,2023_2T.xlsx
1171,fisica,Pais Vasco,187,185,0,2,,56,0,131,2023_2T.xlsx
1172,fisica,Araba/Álava,31,31,0,0,,10,0,21,2023_2T.xlsx
1173,fisica,Bizkaia,99,98,0,1,,18,0,81,2023_2T.xlsx
1174,fisica,Gipuzkoa,57,56,0,1,,28,0,29,2023_2T.xlsx
1175,fisica,La Rioja,62,62,0,0,,16,1,45,2023_2T.xlsx
1176,fisica,Ceuta y Melilla,13,7,0,6,,2,0,11,2023_2T.xlsx
1177,fisica,Ceuta,13,7,0,6,,2,0,11,2023_2T.xlsx
1178,fisica,Melilla,0,0,0,0,,0,0,0,2023_2T.xlsx
1179,empresas,Andalucía,121,114,5,2,,68,7,46,2023_2T.xlsx
1180,empresas,Almería,19,18,1,0,,9,0,10,2023_2T.xlsx
1181,empresas,Cádiz,4,4,0,0,,3,0,1,2023_2T.xlsx
1182,empresas,Córdoba,8,7,0,1,,2,0,6,2023_2T.xlsx
1183,empresas,Granada,15,14,1,0,,11,3,1,2023_2T.xlsx
1184,empresas,Huelva,3,3,0,0,,1,0,2,2023_2T.xlsx
1185,empresas,Jaén,7,7,0,0,,2,0,5,2023_2T.xlsx
1186,empresas,Málaga,27,25,2,0,,17,2,8,2023_2T.xlsx
1187,empresas,Sevilla,38,36,1,1,,23,2,13,2023_2T.xlsx
1188,empresas,Aragón,40,39,1,0,,13,3,24,2023_2T.xlsx
1189,empresas,Huesca,7,7,0,0,,3,3,1,2023_2T.xlsx
1190,empresas,Teruel,2,1,1,0,,0,0,2,2023_2T.xlsx
1191,empresas,Zaragoza,31,31,0,0,,10,0,21,2023_2T.xlsx
1192,empresas,Asturias,17,15,2,0,,10,0,7,2023_2T.xlsx
1193,empresas,"Balears, Illes",31,28,3,0,,18,4,9,2023_2T.xlsx
1194,empresas,Canarias,33,32,1,0,,8,9,16,2023_2T.xlsx
1195,empresas,Las Palmas de Gran Canaria,21,21,0,0,,5,9,7,2023_2T.xlsx
1196,empresas,Santa Cruz de Tenerife,12,11,1,0,,3,0,9,2023_2T.xlsx
1197,empresas,Cantabria,7,7,0,0,,3,2,2,2023_2T.xlsx
1198,empresas,Castilla y León,37,37,0,0,,17,3,17,2023_2T.xlsx
1199,empresas,Ávila,3,3,0,0,,2,0,1,2023_2T.xlsx
1200,empresas,Burgos,5,5,0,0,,2,1,2,2023_2T.xlsx
1201,empresas,León,5,5,0,0,,4,0,1,2023_2T.xlsx
1202,empresas,Palencia,3,3,0,0,,1,0,2,2023_2T.xlsx
1203,empresas,Salamanca,5,5,0,0,,0,1,4,2023_2T.xlsx
1204,empresas,Segovia,6,6,0,0,,6,0,0,2023_2T.xlsx
1205,empresas,Soria,0,0,0,0,,0,0,0,2023_2T.xlsx
1206,empresas,Valladolid,10,10,0,0,,2,1,7,2023_2T.xlsx
1207,empresas,Zamora,0,0,0,0,,0,0,0,2023_2T.xlsx
1208,empresas,Castilla-La Mancha,23,23,0,0,,12,0,11,2023_2T.xlsx
1209,empresas,Albacete,5,5,0,0,,3,0,2,2023_2T.xlsx
1210,empresas,Ciudad Real,9,9,0,0,,2,0,7,2023_2T.xlsx
1211,empresas,Cuenca,4,4,0,0,,2,0,2,2023_2T.xlsx
1212,empresas,Guadalajara,1,1,0,0,,1,0,0,2023_2T.xlsx
1213,empresas,Toledo,4,4,0,0,,4,0,0,2023_2T.xlsx
1214,empresas,Cataluña,350,341,4,5,,107,13,230,2023_2T.xlsx
1215,empresas,Barcelona,313,305,4,4,,93,10,210,2023_2T.xlsx
1216,empresas,Girona,20,20,0,0,,5,2,13,2023_2T.xlsx
1217,empresas,Lleida,7,7,0,0,,3,0,4,2023_2T.xlsx
1218,empresas,Tarragona,10,9,0,1,,6,1,3,2023_2T.xlsx
1219,empresas,Comunitat Valenciana,233,228,4,1,,77,6,150,2023_2T.xlsx
1220,empresas,Alicante,79,77,2,0,,23,3,53,2023_2T.xlsx
1221,empresas,Castellón,18,17,1,0,,13,0,5,2023_2T.xlsx
1222,empresas,Valencia,136,134,1,1,,41,3,92,2023_2T.xlsx
1223,empresas,Extremadura,18,18,0,0,,12,0,6,2023_2T.xlsx
1224,empresas,Badajoz,12,12,0,0,,9,0,3,2023_2T.xlsx
1225,empresas,Cáceres,6,6,0,0,,3,0,3,2023_2T.xlsx
1226,empresas,Galicia,78,76,2,0,,33,2,43,2023_2T.xlsx
1227,empresas,A Coruña,39,37,2,0,,11,2,26,2023_2T.xlsx
1228,empresas,Lugo,14,14,0,0,,5,0,9,2023_2T.xlsx
1229,empresas,Ourense,4,4,0,0,,3,0,1,2023_2T.xlsx
1230,empresas,Pontevedra,21,21,0,0,,14,0,7,2023_2T.xlsx
1231,empresas,Madrid,206,198,7,1,,67,33,106,2023_2T.xlsx
1232,empresas,Murcia,36,33,3,0,,15,2,19,2023_2T.xlsx
1233,empresas,Navarra,15,15,0,0,,12,0,3,2023_2T.xlsx
1234,empresas,Pais Vasco,80,79,1,0,,28,10,42,2023_2T.xlsx
1235,empresas,Araba/Álava,14,14,0,0,,6,0,8,2023_2T.xlsx
1236,empresas,Bizkaia,48,47,1,0,,17,8,23,2023_2T.xlsx
1237,empresas,Gipuzkoa,18,18,0,0,,5,2,11,2023_2T.xlsx
1238,empresas,La Rioja,12,12,0,0,,3,4,5,2023_2T.xlsx
1239,empresas,Ceuta y Melilla,0,0,0,0,,0,0,0,2023_2T.xlsx
1240,fisica,Andalucía,592,575,2,15,,184,2,406,2023_3T.xlsx
1241,fisica,Almería,68,63,2,3,,5,0,63,2023_3T.xlsx
1242,fisica,Cádiz,90,88,0,2,,51,0,39,2023_3T.xlsx
1243,fisica,Córdoba,27,25,0,2,,7,0,20,2023_3T.xlsx
1244,fisica,Granada,76,74,0,2,,27,0,49,2023_3T.xlsx
1245,fisica,Huelva,26,26,0,0,,4,0,22,2023_3T.xlsx
1246,fisica,Jaén,27,24,0,3,,18,0,9,2023_3T.xlsx
1247,fisica,Málaga,92,92,0,0,,37,1,54,2023_3T.xlsx
1248,fisica,Sevilla,186,183,0,3,,35,1,150,2023_3T.xlsx
1249,fisica,Aragón,154,152,0,2,,19,0,135,2023_3T.xlsx
1250,fisica,Huesca,26,26,0,0,,4,0,22,2023_3T.xlsx
1251,fisica,Teruel,4,4,0,0,,1,0,3,2023_3T.xlsx
1252,fisica,Zaragoza,124,122,0,2,,14,0,110,2023_3T.xlsx
1253,fisica,Asturias,119,118,0,1,,40,0,79,2023_3T.xlsx
1254,fisica,"Balears, Illes",254,253,1,0,,20,0,234,2023_3T.xlsx
1255,fisica,Canarias,367,341,0,26,,16,0,351,2023_3T.xlsx
1256,fisica,Las Palmas de Gran Canaria,164,164,0,0,,1,0,163,2023_3T.xlsx
1257,fisica,Santa Cruz de Tenerife,203,177,0,26,,15,0,188,2023_3T.xlsx
1258,fisica,Cantabria,35,35,0,0,,9,0,26,2023_3T.xlsx
1259,fisica,Castilla y León,214,213,1,0,,44,0,170,2023_3T.xlsx
1260,fisica,Ávila,8,8,0,0,,0,0,8,2023_3T.xlsx
1261,fisica,Burgos,30,30,0,0,,7,0,23,2023_3T.xlsx
1262,fisica,León,44,44,0,0,,12,0,32,2023_3T.xlsx
1263,fisica,Palencia,4,4,0,0,,0,0,4,2023_3T.xlsx
1264,fisica,Salamanca,23,23,0,0,,3,0,20,2023_3T.xlsx
1265,fisica,Segovia,13,13,0,0,,3,0,10,2023_3T.xlsx
1266,fisica,Soria,5,5,0,0,,1,0,4,2023_3T.xlsx
1267,fisica,Valladolid,78,78,0,0,,18,0,60,2023_3T.xlsx
1268,fisica,Zamora,9,8,1,0,,0,0,9,2023_3T.xlsx
1269,fisica,Castilla-La Mancha,254,245,0,9,,38,0,216,2023_3T.xlsx
1270,fisica,Albacete,89,89,0,0,,6,0,83,2023_3T.xlsx
1271,fisica,Ciudad Real,53,50,0,3,,1,0,52,2023_3T.xlsx
1272,fisica,Cuenca,34,34,0,0,,3,0,31,2023_3T.xlsx
1273,fisica,Guadalajara,43,39,0,4,,12,0,31,2023_3T.xlsx
1274,fisica,Toledo,35,33,0,2,,16,0,19,2023_3T.xlsx
1275,fisica,Cataluña,2150,2069,0,81,,266,2,1882,2023_3T.xlsx
1276,fisica,Barcelona,1666,1620,0,46,,192,2,1472,2023_3T.xlsx
1277,fisica,Girona,184,182,0,2,,14,0,170,2023_3T.xlsx
1278,fisica,Lleida,91,91,0,0,,12,0,79,2023_3T.xlsx
1279,fisica,Tarragona,209,176,0,33,,48,0,161,2023_3T.xlsx
1280,fisica,Comunitat Valenciana,794,788,0,6,,73,0,721,2023_3T.xlsx
1281,fisica,Alicante,290,288,0,2,,20,0,270,2023_3T.xlsx
1282,fisica,Castellón,65,64,0,1,,23,0,42,2023_3T.xlsx
1283,fisica,Valencia,439,436,0,3,,30,0,409,2023_3T.xlsx
1284,fisica,Extremadura,89,88,0,1,,21,0,68,2023_3T.xlsx
1285,fisica,Badajoz,66,65,0,1,,18,0,48,2023_3T.xlsx
1286,fisica,Cáceres,23,23,0,0,,3,0,20,2023_3T.xlsx
1287,fisica,Galicia,235,232,0,3,,36,0,199,2023_3T.xlsx
1288,fisica,A Coruña,126,124,0,2,,19,0,107,2023_3T.xlsx
1289,fisica,Lugo,25,25,0,0,,8,0,17,2023_3T.xlsx
1290,fisica,Ourense,13,13,0,0,,3,0,10,2023_3T.xlsx
1291,fisica,Pontevedra,71,70,0,1,,6,0,65,2023_3T.xlsx
1292,fisica,Madrid,828,686,2,140,,107,2,719,2023_3T.xlsx
1293,fisica,Murcia,350,347,1,2,,32,0,318,2023_3T.xlsx
1294,fisica,Navarra,72,65,0,7,,12,0,60,2023_3T.xlsx
1295,fisica,Pais Vasco,140,134,0,6,,25,0,115,2023_3T.xlsx
1296,fisica,Araba/Álava,27,27,0,0,,2,0,25,2023_3T.xlsx
1297,fisica,Bizkaia,83,78,0,5,,16,0,67,2023_3T.xlsx
1298,fisica,Gipuzkoa,30,29,0,1,,7,0,23,2023_3T.xlsx
1299,fisica,La Rioja,31,31,0,0,,1,0,30,2023_3T.xlsx
1300,fisica,Ceuta y Melilla,16,12,1,3,,2,0,14,2023_3T.xlsx
1301,fisica,Ceuta,16,12,1,3,,2,0,14,2023_3T.xlsx
1302,fisica,Melilla,0,0,0,0,,0,0,0,2023_3T.xlsx
1303,empresas,Andalucía,109,105,4,0,,47,9,53,2023_3T.xlsx
1304,empresas,Almería,3,3,0,0,,1,0,2,2023_3T.xlsx
1305,empresas,Cádiz,14,14,0,0,,5,2,7,2023_3T.xlsx
1306,empresas,Córdoba,6,5,1,0,,3,0,3,2023_3T.xlsx
1307,empresas,Granada,13,13,0,0,,6,0,7,2023_3T.xlsx
1308,empresas,Huelva,3,3,0,0,,0,0,3,2023_3T.xlsx
1309,empresas,Jaén,2,2,0,0,,1,0,1,2023_3T.xlsx
1310,empresas,Málaga,18,18,0,0,,5,4,9,2023_3T.xlsx
1311,empresas,Sevilla,50,47,3,0,,26,3,21,2023_3T.xlsx
1312,empresas,Aragón,35,33,1,1,,15,1,19,2023_3T.xlsx
1313,empresas,Huesca,4,3,0,1,,4,0,0,2023_3T.xlsx
1314,empresas,Teruel,2,2,0,0,,0,0,2,2023_3T.xlsx
1315,empresas,Zaragoza,29,28,1,0,,11,1,17,2023_3T.xlsx
1316,empresas,Asturias,23,23,0,0,,10,4,9,2023_3T.xlsx
1317,empresas,"Balears, Illes",19,18,1,0,,11,1,7,2023_3T.xlsx
1318,empresas,Canarias,30,30,0,0,,12,5,13,2023_3T.xlsx
1319,empresas,Las Palmas de Gran Canaria,15,15,0,0,,8,4,3,2023_3T.xlsx
1320,empresas,Santa Cruz de Tenerife,15,15,0,0,,4,1,10,2023_3T.xlsx
1321,empresas,Cantabria,10,10,0,0,,3,6,1,2023_3T.xlsx
1322,empresas,Castilla y León,43,43,0,0,,13,9,21,2023_3T.xlsx
1323,empresas,Ávila,1,1,0,0,,0,0,1,2023_3T.xlsx
1324,empresas,Burgos,4,4,0,0,,0,3,1,2023_3T.xlsx
1325,empresas,León,7,7,0,0,,3,2,2,2023_3T.xlsx
1326,empresas,Palencia,1,1,0,0,,0,0,1,2023_3T.xlsx
1327,empresas,Salamanca,8,8,0,0,,0,1,7,2023_3T.xlsx
1328,empresas,Segovia,4,4,0,0,,3,0,1,2023_3T.xlsx
1329,empresas,Soria,3,3,0,0,,2,1,0,2023_3T.xlsx
1330,empresas,Valladolid,14,14,0,0,,4,2,8,2023_3T.xlsx
1331,empresas,Zamora,1,1,0,0,,1,0,0,2023_3T.xlsx
1332,empresas,Castilla-La Mancha,40,38,2,0,,7,0,33,2023_3T.xlsx
1333,empresas,Albacete,19,18,1,0,,3,0,16,2023_3T.xlsx
1334,empresas,Ciudad Real,9,9,0,0,,0,0,9,2023_3T.xlsx
1335,empresas,Cuenca,6,6,0,0,,2,0,4,2023_3T.xlsx
1336,empresas,Guadalajara,2,2,0,0,,0,0,2,2023_3T.xlsx
1337,empresas,Toledo,4,3,1,0,,2,0,2,2023_3T.xlsx
1338,empresas,Cataluña,321,316,4,1,,73,34,214,2023_3T.xlsx
1339,empresas,Barcelona,271,266,4,1,,65,28,178,2023_3T.xlsx
1340,empresas,Girona,26,26,0,0,,2,3,21,2023_3T.xlsx
1341,empresas,Lleida,11,11,0,0,,3,2,6,2023_3T.xlsx
1342,empresas,Tarragona,13,13,0,0,,3,1,9,2023_3T.xlsx
1343,empresas,Comunitat Valenciana,141,137,4,0,,49,8,84,2023_3T.xlsx
1344,empresas,Alicante,38,36,2,0,,9,3,26,2023_3T.xlsx
1345,empresas,Castellón,29,28,1,0,,23,0,6,2023_3T.xlsx
1346,empresas,Valencia,74,73,1,0,,17,5,52,2023_3T.xlsx
1347,empresas,Extremadura,17,17,0,0,,9,2,6,2023_3T.xlsx
1348,empresas,Badajoz,15,15,0,0,,8,2,5,2023_3T.xlsx
1349,empresas,Cáceres,2,2,0,0,,1,0,1,2023_3T.xlsx
1350,empresas,Galicia,52,49,3,0,,21,2,29,2023_3T.xlsx
1351,empresas,A Coruña,21,21,0,0,,6,1,14,2023_3T.xlsx
1352,empresas,Lugo,10,9,1,0,,7,0,3,2023_3T.xlsx
1353,empresas,Ourense,2,2,0,0,,1,1,0,2023_3T.xlsx
1354,empresas,Pontevedra,19,17,2,0,,7,0,12,2023_3T.xlsx
1355,empresas,Madrid,176,167,7,2,,59,49,68,2023_3T.xlsx
1356,empresas,Murcia,29,28,1,0,,10,2,17,2023_3T.xlsx
1357,empresas,Navarra,10,10,0,0,,7,0,3,2023_3T.xlsx
1358,empresas,Pais Vasco,57,55,2,0,,20,14,23,2023_3T.xlsx
1359,empresas,Araba/Álava,8,8,0,0,,2,1,5,2023_3T.xlsx
1360,empresas,Bizkaia,30,28,2,0,,10,13,7,2023_3T.xlsx
1361,empresas,Gipuzkoa,19,19,0,0,,8,0,11,2023_3T.xlsx
1362,empresas,La Rioja,6,6,0,0,,3,0,3,2023_3T.xlsx
1363,empresas,Ceuta y Melilla,0,0,0,0,,0,0,0,2023_3T.xlsx
1364,fisica,Andalucía,1206,1191,2,13,,352,9,845,2023_4T.xlsx
1365,fisica,Almería,197,196,0,1,,38,2,157,2023_4T.xlsx
1366,fisica,Cádiz,150,148,0,2,,64,1,85,2023_4T.xlsx
1367,fisica,Córdoba,78,77,0,1,,32,0,46,2023_4T.xlsx
1368,fisica,Granada,83,81,1,1,,36,3,44,2023_4T.xlsx
1369,fisica,Huelva,49,47,0,2,,19,0,30,2023_4T.xlsx
1370,fisica,Jaén,26,25,1,0,,16,0,10,2023_4T.xlsx
1371,fisica,Málaga,255,254,0,1,,77,1,177,2023_4T.xlsx
1372,fisica,Sevilla,368,363,0,5,,70,2,296,2023_4T.xlsx
1373,fisica,Aragón,141,139,2,0,,23,0,118,2023_4T.xlsx
1374,fisica,Huesca,40,40,0,0,,10,0,30,2023_4T.xlsx
1375,fisica,Teruel,11,11,0,0,,1,0,10,2023_4T.xlsx
1376,fisica,Zaragoza,90,88,2,0,,12,0,78,2023_4T.xlsx
1377,fisica,Asturias,180,178,0,2,,64,0,116,2023_4T.xlsx
1378,fisica,"Balears, Illes",211,208,1,2,,22,0,189,2023_4T.xlsx
1379,fisica,Canarias,650,624,0,26,,66,0,584,2023_4T.xlsx
1380,fisica,Las Palmas de Gran Canaria,401,401,0,0,,23,0,378,2023_4T.xlsx
1381,fisica,Santa Cruz de Tenerife,249,223,0,26,,43,0,206,2023_4T.xlsx
1382,fisica,Cantabria,107,107,0,0,,20,1,86,2023_4T.xlsx
1383,fisica,Castilla y León,297,297,0,0,,49,2,246,2023_4T.xlsx
1384,fisica,Ávila,2,2,0,0,,2,0,0,2023_4T.xlsx
1385,fisica,Burgos,69,69,0,0,,15,0,54,2023_4T.xlsx
1386,fisica,León,62,62,0,0,,9,0,53,2023_4T.xlsx
1387,fisica,Palencia,5,5,0,0,,0,0,5,2023_4T.xlsx
1388,fisica,Salamanca,66,66,0,0,,6,1,59,2023_4T.xlsx
1389,fisica,Segovia,4,4,0,0,,0,0,4,2023_4T.xlsx
1390,fisica,Soria,6,6,0,0,,0,1,5,2023_4T.xlsx
1391,fisica,Valladolid,77,77,0,0,,17,0,60,2023_4T.xlsx
1392,fisica,Zamora,6,6,0,0,,0,0,6,2023_4T.xlsx
1393,fisica,Castilla-La Mancha,316,311,1,4,,39,1,276,2023_4T.xlsx
1394,fisica,Albacete,76,76,0,0,,1,0,75,2023_4T.xlsx
1395,fisica,Ciudad Real,47,47,0,0,,1,0,46,2023_4T.xlsx
1396,fisica,Cuenca,19,18,1,0,,8,0,11,2023_4T.xlsx
1397,fisica,Guadalajara,73,70,0,3,,15,0,58,2023_4T.xlsx
1398,fisica,Toledo,101,100,0,1,,14,1,86,2023_4T.xlsx
1399,fisica,Cataluña,2315,2261,0,54,,286,1,2028,2023_4T.xlsx
1400,fisica,Barcelona,1612,1575,0,37,,235,1,1376,2023_4T.xlsx
1401,fisica,Girona,221,219,0,2,,14,0,207,2023_4T.xlsx
1402,fisica,Lleida,144,144,0,0,,7,0,137,2023_4T.xlsx
1403,fisica,Tarragona,338,323,0,15,,30,0,308,2023_4T.xlsx
1404,fisica,Comunitat Valenciana,1254,1238,1,15,,118,1,1135,2023_4T.xlsx
1405,fisica,Alicante,478,473,1,4,,32,0,446,2023_4T.xlsx
1406,fisica,Castellón,84,84,0,0,,15,0,69,2023_4T.xlsx
1407,fisica,Valencia,692,681,0,11,,71,1,620,2023_4T.xlsx
1408,fisica,Extremadura,190,190,0,0,,52,0,138,2023_4T.xlsx
1409,fisica,Badajoz,122,122,0,0,,51,0,71,2023_4T.xlsx
1410,fisica,Cáceres,68,68,0,0,,1,0,67,2023_4T.xlsx
1411,fisica,Galicia,262,262,0,0,,59,1,202,2023_4T.xlsx
1412,fisica,A Coruña,97,97,0,0,,26,1,70,2023_4T.xlsx
1413,fisica,Lugo,27,27,0,0,,3,0,24,2023_4T.xlsx
1414,fisica,Ourense,25,25,0,0,,1,0,24,2023_4T.xlsx
1415,fisica,Pontevedra,113,113,0,0,,29,0,84,2023_4T.xlsx
1416,fisica,Madrid,1130,1013,1,116,,134,5,991,2023_4T.xlsx
1417,fisica,Murcia,469,465,0,4,,50,0,419,2023_4T.xlsx
1418,fisica,Navarra,85,84,1,0,,11,0,74,2023_4T.xlsx
1419,fisica,Pais Vasco,168,168,0,0,,17,1,150,2023_4T.xlsx
1420,fisica,Araba/Álava,34,34,0,0,,2,0,32,2023_4T.xlsx
1421,fisica,Bizkaia,100,100,0,0,,13,1,86,2023_4T.xlsx
1422,fisica,Gipuzkoa,34,34,0,0,,2,0,32,2023_4T.xlsx
1423,fisica,La Rioja,27,27,0,0,,1,0,26,2023_4T.xlsx
1424,fisica,Ceuta y Melilla,20,17,0,3,,1,0,19,2023_4T.xlsx
1425,fisica,Ceuta,17,14,0,3,,0,0,17,2023_4T.xlsx
1426,fisica,Melilla,3,3,0,0,,1,0,2,2023_4T.xlsx
1427,empresas,Andalucía,150,146,4,0,,60,14,76,2023_4T.xlsx
1428,empresas,Almería,15,14,1,0,,4,0,11,2023_4T.xlsx
1429,empresas,Cádiz,22,21,1,0,,11,2,9,2023_4T.xlsx
1430,empresas,Córdoba,10,10,0,0,,3,0,7,2023_4T.xlsx
1431,empresas,Granada,10,10,0,0,,3,6,1,2023_4T.xlsx
1432,empresas,Huelva,9,8,1,0,,7,0,2,2023_4T.xlsx
1433,empresas,Jaén,7,7,0,0,,1,1,5,2023_4T.xlsx
